Algorithm, Descending?, n, Runtime (s), SOL, OPT, SOL/OPT
almost_worst_fit, True, 100000, 7.237882, 50031, 49986, 1.0009
almost_worst_fit, False, 100000, 6.592644, 58610, 50030, 1.171497
almost_worst_fit, True, 100000, 6.959464, 50074, 50002, 1.00144
almost_worst_fit, False, 100000, 6.661624, 58586, 50044, 1.17069
almost_worst_fit, True, 100000, 6.856732, 49966, 49913, 1.001062
almost_worst_fit, False, 100000, 6.416679, 58713, 50075, 1.172501
almost_worst_fit, True, 100000, 6.783322, 50012, 49902, 1.002204
almost_worst_fit, False, 100000, 6.379263, 58725, 50149, 1.17101
almost_worst_fit, True, 100000, 6.971172, 49953, 49917, 1.000721
almost_worst_fit, False, 100000, 6.38286, 58551, 49931, 1.172638
almost_worst_fit, True, 100000, 6.846757, 50097, 49938, 1.003184
almost_worst_fit, False, 100000, 6.251223, 58471, 49900, 1.171764
almost_worst_fit, True, 100000, 6.930024, 50297, 50191, 1.002112
almost_worst_fit, False, 100000, 6.451913, 58510, 49919, 1.172099
almost_worst_fit, True, 100000, 6.807837, 50007, 49889, 1.002365
almost_worst_fit, False, 100000, 6.377468, 58506, 49886, 1.172794
almost_worst_fit, True, 100000, 6.8875, 49955, 49887, 1.001363
almost_worst_fit, False, 100000, 6.295594, 58725, 50084, 1.17253
almost_worst_fit, True, 100000, 6.85354, 50202, 50135, 1.001336
almost_worst_fit, False, 100000, 6.343915, 58575, 50010, 1.171266
almost_worst_fit, True, 100000, 6.951175, 49885, 49834, 1.001023
almost_worst_fit, False, 100000, 6.642289, 58595, 49946, 1.173167
almost_worst_fit, True, 100000, 6.917318, 50267, 50094, 1.003454
almost_worst_fit, False, 100000, 6.232899, 58764, 50168, 1.171344
almost_worst_fit, True, 100000, 6.869248, 49989, 49939, 1.001001
almost_worst_fit, False, 100000, 6.328472, 58440, 49940, 1.170204
almost_worst_fit, True, 100000, 6.808826, 50019, 49964, 1.001101
almost_worst_fit, False, 100000, 6.359256, 58386, 49845, 1.171351
almost_worst_fit, True, 100000, 6.769821, 50074, 50018, 1.00112
almost_worst_fit, False, 100000, 6.578499, 58432, 49872, 1.171639
almost_worst_fit, True, 100000, 6.885708, 49929, 49872, 1.001143
almost_worst_fit, False, 100000, 6.392659, 58530, 49969, 1.171326
almost_worst_fit, True, 100000, 6.952981, 50299, 50197, 1.002032
almost_worst_fit, False, 100000, 6.744906, 58546, 49928, 1.172609
almost_worst_fit, True, 100000, 7.002828, 50233, 50095, 1.002755
almost_worst_fit, False, 100000, 6.529832, 58740, 50110, 1.172221
almost_worst_fit, True, 100000, 6.962638, 50145, 49989, 1.003121
almost_worst_fit, False, 100000, 6.639479, 58590, 49971, 1.17248
almost_worst_fit, True, 100000, 7.006363, 50125, 50042, 1.001659
almost_worst_fit, False, 100000, 6.473258, 58644, 50062, 1.171427
almost_worst_fit, True, 100000, 6.796252, 49976, 49918, 1.001162
almost_worst_fit, False, 100000, 6.452617, 58686, 50048, 1.172594
almost_worst_fit, True, 100000, 6.823355, 50388, 50227, 1.003205
almost_worst_fit, False, 100000, 6.449735, 58547, 50012, 1.170659
almost_worst_fit, True, 100000, 6.852484, 50072, 50017, 1.0011
almost_worst_fit, False, 100000, 6.531239, 58672, 50046, 1.172361
almost_worst_fit, True, 100000, 6.932964, 50328, 50195, 1.00265
almost_worst_fit, False, 100000, 6.359525, 58572, 50018, 1.171018
almost_worst_fit, True, 100000, 6.915786, 49979, 49946, 1.000661
almost_worst_fit, False, 100000, 6.486284, 58499, 49922, 1.171808
almost_worst_fit, True, 100000, 6.803979, 50087, 50022, 1.001299
almost_worst_fit, False, 100000, 6.504086, 58603, 50008, 1.171873
almost_worst_fit, True, 100000, 6.792362, 50032, 49995, 1.00074
almost_worst_fit, False, 100000, 6.458415, 58635, 50060, 1.171294
almost_worst_fit, True, 100000, 6.957863, 49957, 49906, 1.001022
almost_worst_fit, False, 100000, 6.361852, 58446, 49884, 1.171638
almost_worst_fit, True, 100000, 6.971807, 50260, 50077, 1.003654
almost_worst_fit, False, 100000, 6.638277, 58420, 49924, 1.170179
almost_worst_fit, True, 100000, 6.986166, 50112, 50042, 1.001399
almost_worst_fit, False, 100000, 6.379926, 58809, 50143, 1.172826
almost_worst_fit, True, 100000, 6.812466, 49970, 49933, 1.000741
almost_worst_fit, False, 100000, 6.467386, 58566, 50005, 1.171203
almost_worst_fit, True, 100000, 6.849744, 50131, 50030, 1.002019
almost_worst_fit, False, 100000, 6.377013, 58438, 49840, 1.172512
almost_worst_fit, True, 100000, 6.815189, 50325, 50178, 1.00293
almost_worst_fit, False, 100000, 6.538631, 58623, 50025, 1.171874
almost_worst_fit, True, 100000, 7.040794, 49949, 49904, 1.000902
almost_worst_fit, False, 100000, 6.324698, 58657, 50085, 1.171149
almost_worst_fit, True, 100000, 6.827435, 49964, 49870, 1.001885
almost_worst_fit, False, 100000, 6.579646, 58431, 49865, 1.171784
almost_worst_fit, True, 100000, 6.820157, 50109, 50032, 1.001539
almost_worst_fit, False, 100000, 6.285128, 58355, 49844, 1.170753
almost_worst_fit, True, 100000, 6.885049, 50259, 50092, 1.003334
almost_worst_fit, False, 100000, 6.449475, 58550, 49997, 1.17107
almost_worst_fit, True, 100000, 6.872032, 49897, 49833, 1.001284
almost_worst_fit, False, 100000, 6.215429, 58460, 49930, 1.170839
almost_worst_fit, True, 100000, 6.773458, 50215, 50091, 1.002475
almost_worst_fit, False, 100000, 6.698861, 58640, 50048, 1.171675
almost_worst_fit, True, 100000, 6.848238, 50059, 49980, 1.001581
almost_worst_fit, False, 100000, 6.385612, 58454, 49913, 1.171118
almost_worst_fit, True, 100000, 6.787849, 49892, 49860, 1.000642
almost_worst_fit, False, 100000, 6.480164, 58554, 49959, 1.172041
almost_worst_fit, True, 100000, 6.912828, 50241, 50083, 1.003155
almost_worst_fit, False, 100000, 6.39037, 58436, 49901, 1.171039
almost_worst_fit, True, 100000, 6.870125, 50251, 50086, 1.003294
almost_worst_fit, False, 100000, 6.411215, 58713, 50011, 1.174002
almost_worst_fit, True, 100000, 6.913857, 49969, 49913, 1.001122
almost_worst_fit, False, 100000, 6.397341, 58768, 50171, 1.171354
almost_worst_fit, True, 100000, 6.774693, 49961, 49882, 1.001584
almost_worst_fit, False, 100000, 6.505407, 58575, 50018, 1.171078
almost_worst_fit, True, 100000, 7.050724, 50139, 50060, 1.001578
almost_worst_fit, False, 100000, 6.454531, 58524, 49957, 1.171487
almost_worst_fit, True, 100000, 6.806061, 50041, 49981, 1.0012
almost_worst_fit, False, 100000, 6.390551, 58666, 50069, 1.171703
almost_worst_fit, True, 100000, 7.043522, 50202, 50064, 1.002756
almost_worst_fit, False, 100000, 6.491657, 58448, 49922, 1.170786
almost_worst_fit, True, 100000, 6.778846, 49937, 49897, 1.000802
almost_worst_fit, False, 100000, 6.350912, 58456, 49928, 1.170806
almost_worst_fit, True, 100000, 6.841915, 50031, 49980, 1.00102
almost_worst_fit, False, 100000, 6.48285, 58510, 49958, 1.171184
almost_worst_fit, True, 100000, 6.88445, 50189, 50075, 1.002277
almost_worst_fit, False, 100000, 6.567505, 58732, 50162, 1.170846
almost_worst_fit, True, 100000, 6.943029, 50000, 49875, 1.002506
almost_worst_fit, False, 100000, 6.402275, 58552, 49936, 1.172541
almost_worst_fit, True, 100000, 6.812234, 50061, 49961, 1.002002
almost_worst_fit, False, 100000, 6.407872, 58687, 50066, 1.172193
almost_worst_fit, True, 100000, 6.883324, 50156, 50062, 1.001878
almost_worst_fit, False, 100000, 6.444443, 58489, 49890, 1.172359
almost_worst_fit, True, 100000, 6.80445, 50112, 50015, 1.001939
almost_worst_fit, False, 100000, 6.397595, 58600, 50012, 1.171719
almost_worst_fit, True, 100000, 6.886684, 50233, 50124, 1.002175
almost_worst_fit, False, 100000, 6.433861, 58764, 50141, 1.171975
almost_worst_fit, True, 100000, 6.832283, 50197, 50127, 1.001396
almost_worst_fit, False, 100000, 6.373534, 58445, 49890, 1.171477
almost_worst_fit, True, 100000, 6.911929, 49949, 49911, 1.000761
almost_worst_fit, False, 100000, 6.29453, 58561, 50014, 1.170892
almost_worst_fit, True, 100000, 6.823336, 49980, 49937, 1.000861
almost_worst_fit, False, 100000, 6.315537, 58500, 49952, 1.171124
almost_worst_fit, True, 100000, 6.900182, 50186, 50060, 1.002517
almost_worst_fit, False, 100000, 6.50994, 58574, 49998, 1.171527
almost_worst_fit, True, 100000, 7.001826, 50118, 50023, 1.001899
almost_worst_fit, False, 100000, 6.344504, 58511, 49919, 1.172119
almost_worst_fit, True, 100000, 6.802203, 49947, 49892, 1.001102
almost_worst_fit, False, 100000, 6.510017, 58516, 49990, 1.170554
almost_worst_fit, True, 100000, 6.930041, 50157, 49999, 1.00316
almost_worst_fit, False, 100000, 6.447062, 58583, 50029, 1.170981
almost_worst_fit, True, 100000, 6.856529, 50163, 50062, 1.002017
almost_worst_fit, False, 100000, 6.417558, 58481, 49903, 1.171893
almost_worst_fit, True, 100000, 6.895926, 50059, 49994, 1.0013
almost_worst_fit, False, 100000, 6.454209, 58782, 50120, 1.172825
almost_worst_fit, True, 100000, 6.768295, 50050, 50002, 1.00096
almost_worst_fit, False, 100000, 6.296941, 58339, 49853, 1.17022
almost_worst_fit, True, 100000, 6.939453, 50202, 50090, 1.002236
almost_worst_fit, False, 100000, 6.532992, 58522, 50011, 1.170183
almost_worst_fit, True, 100000, 6.828268, 50308, 50093, 1.004292
almost_worst_fit, False, 100000, 6.420019, 58642, 50042, 1.171856
almost_worst_fit, True, 100000, 6.821505, 50098, 50048, 1.000999
almost_worst_fit, False, 100000, 6.325258, 58517, 49902, 1.172638
