Algorithm, Descending?, n, Runtime (s), SOL, OPT, SOL/OPT
ptas_ff, True, 100, 0.002962, 57, 51, 1.117647
ptas_ff, True, 100, 0.002931, 61, 55, 1.109091
ptas_ff, True, 100, 0.002886, 59, 52, 1.134615
ptas_ff, True, 100, 0.002659, 55, 50, 1.1
ptas_ff, True, 100, 0.00278, 61, 53, 1.150943
ptas_ff, True, 100, 0.002954, 55, 50, 1.1
ptas_ff, True, 100, 0.00284, 56, 50, 1.12
ptas_ff, True, 100, 0.002974, 64, 56, 1.142857
ptas_ff, True, 100, 0.002696, 61, 52, 1.173077
ptas_ff, True, 100, 0.002766, 63, 54, 1.166667
ptas_ff, True, 100, 0.002732, 52, 48, 1.083333
ptas_ff, True, 100, 0.002767, 63, 53, 1.188679
ptas_ff, True, 100, 0.002782, 58, 52, 1.115385
ptas_ff, True, 100, 0.002701, 55, 50, 1.1
ptas_ff, True, 100, 0.002818, 51, 49, 1.040816
ptas_ff, True, 100, 0.002706, 56, 50, 1.12
ptas_ff, True, 100, 0.002893, 52, 48, 1.083333
ptas_ff, True, 100, 0.002925, 61, 55, 1.109091
ptas_ff, True, 100, 0.00289, 52, 48, 1.083333
ptas_ff, True, 100, 0.002551, 61, 53, 1.150943
ptas_ff, True, 100, 0.003319, 57, 52, 1.096154
ptas_ff, True, 100, 0.002847, 52, 49, 1.061224
ptas_ff, True, 100, 0.00285, 52, 49, 1.061224
ptas_ff, True, 100, 0.002852, 58, 52, 1.115385
ptas_ff, True, 100, 0.002782, 54, 48, 1.125
ptas_ff, True, 100, 0.002902, 57, 53, 1.075472
ptas_ff, True, 100, 0.002678, 46, 44, 1.045455
ptas_ff, True, 100, 0.002937, 63, 56, 1.125
ptas_ff, True, 100, 0.0028, 57, 50, 1.14
ptas_ff, True, 100, 0.002559, 63, 55, 1.145455
ptas_ff, True, 100, 0.002917, 60, 56, 1.071429
ptas_ff, True, 100, 0.002728, 64, 56, 1.142857
ptas_ff, True, 100, 0.002852, 48, 46, 1.043478
ptas_ff, True, 100, 0.003046, 51, 49, 1.040816
ptas_ff, True, 100, 0.002957, 57, 54, 1.055556
ptas_ff, True, 100, 0.002943, 51, 49, 1.040816
ptas_ff, True, 100, 0.002889, 46, 45, 1.022222
ptas_ff, True, 100, 0.002992, 59, 55, 1.072727
ptas_ff, True, 100, 0.002955, 54, 51, 1.058824
